,0
0,0.0
1,0.00010887504
2,0.0
3,0.0005425187
4,0.0
5,0.00014077903
6,0.0
7,0.0
8,0.001029053
9,0.0
10,0.0004003438
11,0.0
12,8.051026e-05
13,0.0007319303
14,0.0
15,0.0
16,0.0010321708
17,0.0
18,0.0
19,0.0
20,0.0003126417
21,0.0004905051
22,0.0
23,0.0003696394
24,4.7999205e-05
25,0.00021684535
26,0.00090075703
27,0.0006140444
28,0.0
29,0.00018170693
30,0.0005407938
31,0.0010207527
32,0.0
33,0.0014886393
34,0.00011985202
35,0.00025772804
36,0.000529744
37,0.0
38,0.0
39,0.00013148635
40,0.0
41,0.0
42,0.00093575555
43,0.00013077701
44,4.2312444e-05
45,0.00057894626
46,0.0010263219
47,0.0004792424
48,0.00045413992
49,0.0
50,0.0
51,0.001033971
52,0.0
53,0.00042800544
54,0.0
55,0.0008780487
56,0.0
57,0.00014634553
58,0.0
59,0.0
60,0.0
61,0.0004236426
62,0.0010199553
63,0.0007679919
64,0.0008751632
65,0.0
66,0.0
67,0.0
68,5.1698542e-05
69,0.0009607194
70,0.0
71,0.00048773066
72,0.0
73,0.0010402981
74,0.0005288168
75,0.0
76,0.00015630401
77,0.0
78,0.0
79,0.00092105096
80,0.0
81,0.0
82,0.0
83,0.00067249394
84,0.0009966992
85,0.0
86,0.0009802426
87,1.422989e-05
88,0.00025220166
89,0.0
90,0.001127313
91,0.0
92,0.00018142365
93,0.0
94,0.0
95,0.0007937013
96,0.0
97,0.00019008188
98,0.0
99,0.0
100,0.0008666808
101,0.0
102,0.00040334577
103,0.0
104,0.0
105,0.0
106,0.00013460091
107,0.0008315724
108,0.00090357644
109,0.0001249286
110,0.0
111,3.8540184e-05
112,0.00011857928
113,0.00050830725
114,0.0
115,0.00021708033
116,0.0008444036
117,0.0
118,0.0
119,0.0
120,0.0
121,0.00022143727
122,0.0008531131
123,0.0
124,0.0
125,0.0009692742
126,0.00093324116
127,0.0
128,0.00095200323
129,0.000389665
130,0.0003741606
131,0.0
132,0.00026151212
133,0.00024852532
134,0.00046347606
135,0.0003052634
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0005598621
142,0.0
143,0.00054059154
144,0.00011104548
145,0.0
146,0.0
147,0.00095471885
148,0.0
149,0.0
150,0.00037039432
151,0.00068507233
152,0.0
153,0.0011190119
154,0.0
155,0.0006809533
156,0.00016132457
157,0.0
158,0.00051186426
159,0.00030008823
160,0.00011219131
161,0.0
162,0.0
163,0.0013810204
164,0.0
165,0.0
166,0.00075301743
167,0.0010082625
168,0.00085521466
169,0.0
170,0.0009480691
171,0.0
172,0.0
173,0.0
174,0.0
175,0.00048537078
176,0.0
177,0.0
178,0.0
179,0.0006171603
180,0.0013749645
181,0.0
182,0.0
183,0.00033113657
184,0.0010224244
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0011542937
190,6.488926e-05
191,0.00032917628
192,0.0
193,0.0
194,0.00020623328
195,0.000230794
196,6.407442e-05
197,0.0
198,5.9111066e-05
199,0.0
200,0.0
201,0.00022619902
202,2.8065822e-05
203,0.0005092149
204,0.00042601483
205,0.0
206,0.0
207,0.00065655285
208,0.0
209,0.00015265435
210,0.0
211,0.0
212,0.00039016502
213,0.0006038201
214,0.0008584448
215,0.0
216,0.0
217,0.0006353663
218,5.7409157e-05
219,0.0
220,0.00040382732
221,0.0007110478
222,0.00015640353
223,0.00026777427
224,0.00029674702
225,0.00014071217
226,0.0001744552
227,0.0010164005
228,0.0003716016
229,0.0010312722
230,0.0
231,0.00023343872
232,0.0
233,0.0
234,0.00066924776
235,0.0005250105
236,0.0
237,0.00024632513
238,0.00055163115
239,0.0
240,0.00046537357
241,0.000108040535
242,0.0011047239
243,0.0007070939
244,0.00015433533
245,0.00023190913
246,0.0
247,0.0
248,0.00024862343
249,0.0
250,0.00055491034
251,0.0009220292
252,0.00037161144
253,0.00048807965
254,0.00055711245
255,0.0
256,0.0
257,0.0006519594
258,0.0005610565
