,0,1
0,0.0,0.0
1,0.0,0.003921569
2,0.0,0.007843138
3,0.0,0.011764706
4,0.0,0.015686275
5,0.0,0.019607844
6,0.0,0.023529412
7,0.0,0.02745098
8,0.0,0.03137255
9,0.0,0.03529412
10,0.0,0.039215688
11,0.0,0.043137256
12,0.0,0.047058824
13,0.0,0.050980393
14,0.0,0.05490196
15,0.0,0.05882353
16,0.0,0.0627451
17,0.0,0.06666667
18,0.0,0.07058824
19,0.0,0.07450981
20,0.0,0.078431375
21,0.0,0.08235294
22,0.0,0.08627451
23,0.0,0.09019608
24,0.0,0.09411765
25,0.0,0.09803922
26,0.0,0.101960786
27,0.0,0.105882354
28,0.0,0.10980392
29,0.0,0.11372549
30,0.0,0.11764706
31,0.0,0.12156863
32,0.0,0.1254902
33,0.0,0.12941177
34,0.0,0.13333334
35,0.0,0.13725491
36,0.0,0.14117648
37,0.0,0.14509805
38,0.0,0.14901961
39,0.0,0.15294118
40,0.0,0.15686275
41,0.0,0.16078432
42,0.0,0.16470589
43,0.0,0.16862746
44,0.0,0.17254902
45,0.0,0.1764706
46,0.0,0.18039216
47,0.0,0.18431373
48,0.0,0.1882353
49,0.0,0.19215687
50,0.0,0.19607843
51,0.0,0.2
52,0.0,0.20392157
53,0.0,0.20784314
54,0.0,0.21176471
55,0.0,0.21568628
56,0.0,0.21960784
57,0.0,0.22352941
58,0.0,0.22745098
59,0.0,0.23137255
60,0.0,0.23529412
61,0.0,0.23921569
62,0.0,0.24313726
63,0.0,0.24705882
64,0.0,0.2509804
65,0.0,0.25490198
66,0.0,0.25882354
67,0.0,0.2627451
68,0.0,0.26666668
69,0.0,0.27058825
70,0.0,0.27450982
71,0.0,0.2784314
72,0.0,0.28235295
73,0.0,0.28627452
74,0.0,0.2901961
75,0.0,0.29411766
76,0.0,0.29803923
77,0.0,0.3019608
78,0.0,0.30588236
79,0.0,0.30980393
80,0.0,0.3137255
81,0.0,0.31764707
82,0.0,0.32156864
83,0.0,0.3254902
84,0.0,0.32941177
85,0.0,0.33333334
86,0.0,0.3372549
87,0.0,0.34117648
88,0.0,0.34509805
89,0.0,0.34901962
90,0.0,0.3529412
91,0.0,0.35686275
92,0.0,0.36078432
93,0.0,0.3647059
94,0.0,0.36862746
95,0.0,0.37254903
96,0.0,0.3764706
97,0.0,0.38039216
98,0.0,0.38431373
99,0.0,0.3882353
100,0.0,0.39215687
101,0.0,0.39607844
102,0.0,0.4
103,0.0,0.40392157
104,0.0,0.40784314
105,0.0,0.4117647
106,0.0,0.41568628
107,0.0,0.41960785
108,0.0,0.42352942
109,0.0,0.42745098
110,0.0,0.43137255
111,0.0,0.43529412
112,0.0,0.4392157
113,0.0,0.44313726
114,0.0,0.44705883
115,0.0,0.4509804
116,0.0,0.45490196
117,0.0,0.45882353
118,0.0,0.4627451
119,0.0,0.46666667
120,0.0,0.47058824
121,0.0,0.4745098
122,0.0,0.47843137
123,0.0,0.48235294
124,0.0,0.4862745
125,0.0,0.49019608
126,0.0,0.49411765
127,0.0,0.49803922
128,0.0,0.5019608
129,0.0,0.5058824
130,0.0,0.50980395
131,0.0,0.5137255
132,0.0,0.5176471
133,0.0,0.52156866
134,0.0,0.5254902
135,0.0,0.5294118
136,0.0,0.53333336
137,0.0,0.5372549
138,0.0,0.5411765
139,0.0,0.54509807
140,0.0,0.54901963
141,0.0,0.5529412
142,0.0,0.5568628
143,0.0,0.56078434
144,0.0,0.5647059
145,0.0,0.5686275
146,0.0,0.57254905
147,0.0,0.5764706
148,0.0,0.5803922
149,0.0,0.58431375
150,0.0,0.5882353
151,0.0,0.5921569
152,0.0,0.59607846
153,0.0,0.6
154,0.0,0.6039216
155,0.0,0.60784316
156,0.0,0.6117647
157,0.0,0.6156863
158,0.0,0.61960787
159,0.0,0.62352943
160,0.0,0.627451
161,0.0,0.6313726
162,0.0,0.63529414
163,0.0,0.6392157
164,0.0,0.6431373
165,0.0,0.64705884
166,0.0,0.6509804
167,0.0,0.654902
168,0.0,0.65882355
169,0.0,0.6627451
170,0.0,0.6666667
171,0.0,0.67058825
172,0.0,0.6745098
173,0.0,0.6784314
174,0.0,0.68235296
175,0.0,0.6862745
176,0.0,0.6901961
177,0.0,0.69411767
178,0.0,0.69803923
179,0.0,0.7019608
180,0.0,0.7058824
181,0.0,0.70980394
182,0.0,0.7137255
183,0.0,0.7176471
184,0.0,0.72156864
185,0.0,0.7254902
186,0.0,0.7294118
187,0.0,0.73333335
188,0.0,0.7372549
189,0.0,0.7411765
190,0.0,0.74509805
191,0.0,0.7490196
192,0.0,0.7529412
193,0.0,0.75686276
194,0.0,0.7607843
195,0.0,0.7647059
196,0.0,0.76862746
197,0.0,0.77254903
198,0.0,0.7764706
199,0.0,0.78039217
200,0.0,0.78431374
201,0.0,0.7882353
202,0.0,0.7921569
203,0.0,0.79607844
204,0.0,0.8
205,0.0,0.8039216
206,0.0,0.80784315
207,0.0,0.8117647
208,0.0,0.8156863
209,0.0,0.81960785
210,0.0,0.8235294
211,0.0,0.827451
212,0.0,0.83137256
213,0.0,0.8352941
214,0.0,0.8392157
215,0.0,0.84313726
216,0.0,0.84705883
217,0.0,0.8509804
218,0.0,0.85490197
219,0.0,0.85882354
220,0.0,0.8627451
221,0.0,0.8666667
222,0.0,0.87058824
223,0.0,0.8745098
224,0.0,0.8784314
225,0.0,0.88235295
226,0.0,0.8862745
227,0.0,0.8901961
228,0.0,0.89411765
229,0.0,0.8980392
230,0.0,0.9019608
231,0.0,0.90588236
232,0.0,0.9098039
233,0.0,0.9137255
234,0.0,0.91764706
235,0.0,0.92156863
236,0.0,0.9254902
237,0.0,0.92941177
238,0.0,0.93333334
239,0.0,0.9372549
240,0.0,0.9411765
241,0.0,0.94509804
242,0.0,0.9490196
243,0.0,0.9529412
244,0.0,0.95686275
245,0.0,0.9607843
246,0.0,0.9647059
247,0.0,0.96862745
248,0.0,0.972549
249,0.0,0.9764706
250,0.0,0.98039216
251,0.0,0.9843137
252,0.0,0.9882353
253,0.0,0.99215686
254,0.0,0.99607843
255,0.0,1.0
256,0.003921569,0.0
257,0.003921569,0.003921569
258,0.003921569,0.007843138
259,0.003921569,0.011764706
260,0.003921569,0.015686275
261,0.003921569,0.019607844
262,0.003921569,0.023529412
263,0.003921569,0.02745098
264,0.003921569,0.03137255
265,0.003921569,0.03529412
266,0.003921569,0.039215688
267,0.003921569,0.043137256
268,0.003921569,0.047058824
269,0.003921569,0.050980393
270,0.003921569,0.05490196
271,0.003921569,0.05882353
272,0.003921569,0.0627451
273,0.003921569,0.06666667
274,0.003921569,0.07058824
275,0.003921569,0.07450981
276,0.003921569,0.078431375
277,0.003921569,0.08235294
278,0.003921569,0.08627451
279,0.003921569,0.09019608
280,0.003921569,0.09411765
281,0.003921569,0.09803922
282,0.003921569,0.101960786
283,0.003921569,0.105882354
284,0.003921569,0.10980392
285,0.003921569,0.11372549
286,0.003921569,0.11764706
287,0.003921569,0.12156863
288,0.003921569,0.1254902
289,0.003921569,0.12941177
290,0.003921569,0.13333334
291,0.003921569,0.13725491
292,0.003921569,0.14117648
293,0.003921569,0.14509805
294,0.003921569,0.14901961
295,0.003921569,0.15294118
296,0.003921569,0.15686275
297,0.003921569,0.16078432
298,0.003921569,0.16470589
299,0.003921569,0.16862746
300,0.003921569,0.17254902
301,0.003921569,0.1764706
302,0.003921569,0.18039216
303,0.003921569,0.18431373
304,0.003921569,0.1882353
305,0.003921569,0.19215687
306,0.003921569,0.19607843
307,0.003921569,0.2
308,0.003921569,0.20392157
309,0.003921569,0.20784314
310,0.003921569,0.21176471
311,0.003921569,0.21568628
312,0.003921569,0.21960784
313,0.003921569,0.22352941
314,0.003921569,0.22745098
315,0.003921569,0.23137255
316,0.003921569,0.23529412
317,0.003921569,0.23921569
318,0.003921569,0.24313726
319,0.003921569,0.24705882
320,0.003921569,0.2509804
321,0.003921569,0.25490198
322,0.003921569,0.25882354
323,0.003921569,0.2627451
324,0.003921569,0.26666668
325,0.003921569,0.27058825
326,0.003921569,0.27450982
327,0.003921569,0.2784314
328,0.003921569,0.28235295
329,0.003921569,0.28627452
330,0.003921569,0.2901961
331,0.003921569,0.29411766
332,0.003921569,0.29803923
333,0.003921569,0.3019608
334,0.003921569,0.30588236
335,0.003921569,0.30980393
336,0.003921569,0.3137255
337,0.003921569,0.31764707
338,0.003921569,0.32156864
339,0.003921569,0.3254902
340,0.003921569,0.32941177
341,0.003921569,0.33333334
342,0.003921569,0.3372549
343,0.003921569,0.34117648
344,0.003921569,0.34509805
345,0.003921569,0.34901962
346,0.003921569,0.3529412
347,0.003921569,0.35686275
348,0.003921569,0.36078432
349,0.003921569,0.3647059
350,0.003921569,0.36862746
351,0.003921569,0.37254903
352,0.003921569,0.3764706
353,0.003921569,0.38039216
354,0.003921569,0.38431373
355,0.003921569,0.3882353
356,0.003921569,0.39215687
357,0.003921569,0.39607844
358,0.003921569,0.4
359,0.003921569,0.40392157
360,0.003921569,0.40784314
361,0.003921569,0.4117647
362,0.003921569,0.41568628
363,0.003921569,0.41960785
364,0.003921569,0.42352942
365,0.003921569,0.42745098
366,0.003921569,0.43137255
367,0.003921569,0.43529412
368,0.003921569,0.4392157
369,0.003921569,0.44313726
370,0.003921569,0.44705883
371,0.003921569,0.4509804
372,0.003921569,0.45490196
373,0.003921569,0.45882353
374,0.003921569,0.4627451
375,0.003921569,0.46666667
376,0.003921569,0.47058824
377,0.003921569,0.4745098
378,0.003921569,0.47843137
379,0.003921569,0.48235294
380,0.003921569,0.4862745
381,0.003921569,0.49019608
382,0.003921569,0.49411765
383,0.003921569,0.49803922
384,0.003921569,0.5019608
385,0.003921569,0.5058824
386,0.003921569,0.50980395
387,0.003921569,0.5137255
388,0.003921569,0.5176471
389,0.003921569,0.52156866
390,0.003921569,0.5254902
391,0.003921569,0.5294118
392,0.003921569,0.53333336
393,0.003921569,0.5372549
394,0.003921569,0.5411765
395,0.003921569,0.54509807
396,0.003921569,0.54901963
397,0.003921569,0.5529412
398,0.003921569,0.5568628
399,0.003921569,0.56078434
400,0.003921569,0.5647059
401,0.003921569,0.5686275
402,0.003921569,0.57254905
403,0.003921569,0.5764706
404,0.003921569,0.5803922
405,0.003921569,0.58431375
406,0.003921569,0.5882353
407,0.003921569,0.5921569
408,0.003921569,0.59607846
409,0.003921569,0.6
410,0.003921569,0.6039216
411,0.003921569,0.60784316
412,0.003921569,0.6117647
413,0.003921569,0.6156863
414,0.003921569,0.61960787
415,0.003921569,0.62352943
416,0.003921569,0.627451
417,0.003921569,0.6313726
418,0.003921569,0.63529414
419,0.003921569,0.6392157
420,0.003921569,0.6431373
421,0.003921569,0.64705884
422,0.003921569,0.6509804
423,0.003921569,0.654902
424,0.003921569,0.65882355
425,0.003921569,0.6627451
426,0.003921569,0.6666667
427,0.003921569,0.67058825
428,0.003921569,0.6745098
429,0.003921569,0.6784314
430,0.003921569,0.68235296
431,0.003921569,0.6862745
432,0.003921569,0.6901961
433,0.003921569,0.69411767
434,0.003921569,0.69803923
435,0.003921569,0.7019608
436,0.003921569,0.7058824
437,0.003921569,0.70980394
438,0.003921569,0.7137255
439,0.003921569,0.7176471
440,0.003921569,0.72156864
441,0.003921569,0.7254902
442,0.003921569,0.7294118
443,0.003921569,0.73333335
444,0.003921569,0.7372549
445,0.003921569,0.7411765
446,0.003921569,0.74509805
447,0.003921569,0.7490196
448,0.003921569,0.7529412
449,0.003921569,0.75686276
450,0.003921569,0.7607843
451,0.003921569,0.7647059
452,0.003921569,0.76862746
453,0.003921569,0.77254903
454,0.003921569,0.7764706
455,0.003921569,0.78039217
456,0.003921569,0.78431374
457,0.003921569,0.7882353
458,0.003921569,0.7921569
459,0.003921569,0.79607844
460,0.003921569,0.8
461,0.003921569,0.8039216
462,0.003921569,0.80784315
463,0.003921569,0.8117647
464,0.003921569,0.8156863
465,0.003921569,0.81960785
466,0.003921569,0.8235294
467,0.003921569,0.827451
468,0.003921569,0.83137256
469,0.003921569,0.8352941
470,0.003921569,0.8392157
471,0.003921569,0.84313726
472,0.003921569,0.84705883
473,0.003921569,0.8509804
474,0.003921569,0.85490197
475,0.003921569,0.85882354
476,0.003921569,0.8627451
477,0.003921569,0.8666667
478,0.003921569,0.87058824
479,0.003921569,0.8745098
480,0.003921569,0.8784314
481,0.003921569,0.88235295
482,0.003921569,0.8862745
483,0.003921569,0.8901961
484,0.003921569,0.89411765
485,0.003921569,0.8980392
486,0.003921569,0.9019608
487,0.003921569,0.90588236
488,0.003921569,0.9098039
489,0.003921569,0.9137255
490,0.003921569,0.91764706
491,0.003921569,0.92156863
492,0.003921569,0.9254902
493,0.003921569,0.92941177
494,0.003921569,0.93333334
495,0.003921569,0.9372549
496,0.003921569,0.9411765
497,0.003921569,0.94509804
498,0.003921569,0.9490196
499,0.003921569,0.9529412
500,0.003921569,0.95686275
501,0.003921569,0.9607843
502,0.003921569,0.9647059
503,0.003921569,0.96862745
504,0.003921569,0.972549
